O_CUSTKEY,timestamp
10259443,2024-07-26 12:11:19.617050
127160440,2024-07-26 12:11:19.617050
122886364,2024-07-26 12:11:19.617050
134766253,2024-07-26 12:11:19.617050
147622267,2024-07-26 12:11:19.617050
15314368,2024-07-26 12:11:19.617050
147796195,2024-07-26 12:11:19.617050
46140155,2024-07-26 12:11:19.617050
102893704,2024-07-26 12:11:19.617050
109776823,2024-07-26 12:11:19.617050
2019502,2024-07-26 12:11:19.617050
43894328,2024-07-26 12:11:19.617050
44904647,2024-07-26 12:11:19.617050
43038746,2024-07-26 12:11:19.617050
34823357,2024-07-26 12:11:19.617050
117801439,2024-07-26 12:11:19.617050
53075125,2024-07-26 12:11:19.617050
92397710,2024-07-26 12:11:19.617050
124023355,2024-07-26 12:11:19.617050
135610165,2024-07-26 12:11:19.617050
139283537,2024-07-26 12:11:19.617050
87963265,2024-07-26 12:11:19.617050
75507719,2024-07-26 12:11:19.617050
52379144,2024-07-26 12:11:19.617050
144569870,2024-07-26 12:11:19.617050
57507631,2024-07-26 12:11:19.617050
141154798,2024-07-26 12:11:19.617050
131620699,2024-07-26 12:11:19.617050
52810967,2024-07-26 12:11:19.617050
9500894,2024-07-26 12:11:19.617050
66577340,2024-07-26 12:11:19.617050
139055329,2024-07-26 12:11:19.617050
114784312,2024-07-26 12:11:19.617050
52613167,2024-07-26 12:11:19.617050
35580736,2024-07-26 12:11:19.617050
66068804,2024-07-26 12:11:19.617050
60416509,2024-07-26 12:11:19.617050
117404077,2024-07-26 12:11:19.617050
51151429,2024-07-26 12:11:19.617050
54701239,2024-07-26 12:11:19.617050
38098108,2024-07-26 12:11:19.617050
84723382,2024-07-26 12:11:19.617050
7070329,2024-07-26 12:11:19.617050
35899444,2024-07-26 12:11:19.617050
133308886,2024-07-26 12:11:19.617050
76938193,2024-07-26 12:11:19.617050
8391563,2024-07-26 12:11:19.617050
133774943,2024-07-26 12:11:19.617050
36362078,2024-07-26 12:11:19.617050
74591819,2024-07-26 12:11:19.617050
109276303,2024-07-26 12:11:19.617050
98568769,2024-07-26 12:11:19.617050
45366019,2024-07-26 12:11:19.617050
15779030,2024-07-26 12:11:19.617050
36474517,2024-07-26 12:11:19.617050
53126387,2024-07-26 12:11:19.617050
111675967,2024-07-26 12:11:19.617050
148491499,2024-07-26 12:11:19.617050
7243852,2024-07-26 12:11:19.617050
54853541,2024-07-26 12:11:19.617050
3342676,2024-07-26 12:11:19.617050
92385908,2024-07-26 12:11:19.617050
13375087,2024-07-26 12:11:19.617050
8835683,2024-07-26 12:11:19.617050
126292381,2024-07-26 12:11:19.617050
129416674,2024-07-26 12:11:19.617050
70469552,2024-07-26 12:11:19.617050
83639098,2024-07-26 12:11:19.617050
16607539,2024-07-26 12:11:19.617050
26407823,2024-07-26 12:11:19.617050
12997592,2024-07-26 12:11:19.617050
12750598,2024-07-26 12:11:19.617050
47621488,2024-07-26 12:11:19.617050
100820047,2024-07-26 12:11:19.617050
39279154,2024-07-26 12:11:19.617050
137603324,2024-07-26 12:11:19.617050
25537735,2024-07-26 12:11:19.617050
42654449,2024-07-26 12:11:19.617050
101269618,2024-07-26 12:11:19.617050
99633278,2024-07-26 12:11:19.617050
3768010,2024-07-26 12:11:19.617050
142192010,2024-07-26 12:11:19.617050
53729209,2024-07-26 12:11:19.617050
45159748,2024-07-26 12:11:19.617050
88455406,2024-07-26 12:11:19.617050
4471873,2024-07-26 12:11:19.617050
129853093,2024-07-26 12:11:19.617050
55829668,2024-07-26 12:11:19.617050
61864324,2024-07-26 12:11:19.617050
34266214,2024-07-26 12:11:19.617050
99809728,2024-07-26 12:11:19.617050
76680658,2024-07-26 12:11:19.617050
149617588,2024-07-26 12:11:19.617050
85280527,2024-07-26 12:11:19.617050
103375438,2024-07-26 12:11:19.617050
102036637,2024-07-26 12:11:19.617050
3802201,2024-07-26 12:11:19.617050
75169415,2024-07-26 12:11:19.617050
61395158,2024-07-26 12:11:19.617050
66543331,2024-07-26 12:11:19.617050
1555606,2024-07-26 12:11:19.617050
8517649,2024-07-26 12:11:19.617050
77861390,2024-07-26 12:11:19.617050
118651973,2024-07-26 12:11:19.617050
89400541,2024-07-26 12:11:19.617050
13786639,2024-07-26 12:11:19.617050
116552686,2024-07-26 12:11:19.617050
170137,2024-07-26 12:11:19.617050
78910403,2024-07-26 12:11:19.617050
113247034,2024-07-26 12:11:19.617050
85514953,2024-07-26 12:11:19.617050
129062198,2024-07-26 12:11:19.617050
36818090,2024-07-26 12:11:19.617050
12851053,2024-07-26 12:11:19.617050
64733335,2024-07-26 12:11:19.617050
77124869,2024-07-26 12:11:19.617050
63625489,2024-07-26 12:11:19.617050
136228213,2024-07-26 12:11:19.617050
118826081,2024-07-26 12:11:19.617050
14425048,2024-07-26 12:11:19.617050
36298834,2024-07-26 12:11:19.617050
120880547,2024-07-26 12:11:19.617050
18490510,2024-07-26 12:11:19.617050
42632150,2024-07-26 12:11:19.617050
90927956,2024-07-26 12:11:19.617050
110707363,2024-07-26 12:11:19.617050
99885047,2024-07-26 12:11:19.617050
147849890,2024-07-26 12:11:19.617050
36511364,2024-07-26 12:11:19.617050
67870915,2024-07-26 12:11:19.617050
58767962,2024-07-26 12:11:19.617050
129464515,2024-07-26 12:11:19.617050
27933706,2024-07-26 12:11:19.617050
143735911,2024-07-26 12:11:19.617050
110336804,2024-07-26 12:11:19.617050
790708,2024-07-26 12:11:19.617050
119714413,2024-07-26 12:11:19.617050
110013007,2024-07-26 12:11:19.617050
111654254,2024-07-26 12:11:19.617050
35514290,2024-07-26 12:11:19.617050
40498670,2024-07-26 12:11:19.617050
123629236,2024-07-26 12:11:19.617050
98311820,2024-07-26 12:11:19.617050
148992514,2024-07-26 12:11:19.617050
43505660,2024-07-26 12:11:19.617050
20358076,2024-07-26 12:11:19.617050
28055107,2024-07-26 12:11:19.617050
88253729,2024-07-26 12:11:19.617050
3716069,2024-07-26 12:11:19.617050
67393462,2024-07-26 12:11:19.617050
96036082,2024-07-26 12:11:19.617050
96737242,2024-07-26 12:11:19.617050
87278368,2024-07-26 12:11:19.617050
103614143,2024-07-26 12:11:19.617050
142478375,2024-07-26 12:11:19.617050
59325691,2024-07-26 12:11:19.617050
76280098,2024-07-26 12:11:19.617050
86184938,2024-07-26 12:11:19.617050
88199942,2024-07-26 12:11:19.617050
8078305,2024-07-26 12:11:19.617050
61324030,2024-07-26 12:11:19.617050
98877071,2024-07-26 12:11:19.617050
68826367,2024-07-26 12:11:19.617050
139432420,2024-07-26 12:11:19.617050
42832567,2024-07-26 12:11:19.617050
10313815,2024-07-26 12:11:19.617050
47662210,2024-07-26 12:11:19.617050
103081460,2024-07-26 12:11:19.617050
105591715,2024-07-26 12:11:19.617050
18037921,2024-07-26 12:11:19.617050
97796572,2024-07-26 12:11:19.617050
46849783,2024-07-26 12:11:19.617050
132803500,2024-07-26 12:11:19.617050
130341853,2024-07-26 12:11:19.617050
133727104,2024-07-26 12:11:19.617050
13668073,2024-07-26 12:11:19.617050
88260442,2024-07-26 12:11:19.617050
73897282,2024-07-26 12:11:19.617050
45545308,2024-07-26 12:11:19.617050
22752784,2024-07-26 12:11:19.617050
74670157,2024-07-26 12:11:19.617050
85673878,2024-07-26 12:11:19.617050
42297631,2024-07-26 12:11:19.617050
98847431,2024-07-26 12:11:19.617050
117270016,2024-07-26 12:11:19.617050
149827643,2024-07-26 12:11:19.617050
113870441,2024-07-26 12:11:19.617050
59170097,2024-07-26 12:11:19.617050
45231373,2024-07-26 12:11:19.617050
45770587,2024-07-26 12:11:19.617050
68039482,2024-07-26 12:11:19.617050
137956538,2024-07-26 12:11:19.617050
84245071,2024-07-26 12:11:19.617050
58098784,2024-07-26 12:11:19.617050
118396873,2024-07-26 12:11:19.617050
23547958,2024-07-26 12:11:19.617050
135303125,2024-07-26 12:11:19.617050
64993798,2024-07-26 12:11:19.617050
139118665,2024-07-26 12:11:19.617050
3694718,2024-07-26 12:11:19.617050
11950064,2024-07-26 12:11:19.617050
8964022,2024-07-26 12:11:19.617050
86289088,2024-07-26 12:11:19.617050
84693967,2024-07-26 12:11:19.617050
114327220,2024-07-26 12:11:19.617050
125891911,2024-07-26 12:11:19.617050
50513020,2024-07-26 12:11:19.617050
47694463,2024-07-26 12:11:19.617050
127088050,2024-07-26 12:11:19.617050
69052324,2024-07-26 12:11:19.617050
67952857,2024-07-26 12:11:19.617050
95733545,2024-07-26 12:11:19.617050
114789088,2024-07-26 12:11:19.617050
92630198,2024-07-26 12:11:19.617050
129701779,2024-07-26 12:11:19.617050
146442887,2024-07-26 12:11:19.617050
104298454,2024-07-26 12:11:19.617050
33554918,2024-07-26 12:11:19.617050
7267454,2024-07-26 12:11:19.617050
35003411,2024-07-26 12:11:19.617050
78979009,2024-07-26 12:11:19.617050
114291091,2024-07-26 12:11:19.617050
6272903,2024-07-26 12:11:19.617050
127413877,2024-07-26 12:11:19.617050
148255810,2024-07-26 12:11:19.617050
132630835,2024-07-26 12:11:19.617050
130022648,2024-07-26 12:11:19.617050
21654578,2024-07-26 12:11:19.617050
114753412,2024-07-26 12:11:19.617050
116179786,2024-07-26 12:11:19.617050
125244448,2024-07-26 12:11:19.617050
94169596,2024-07-26 12:11:19.617050
99687740,2024-07-26 12:11:19.617050
57515425,2024-07-26 12:11:19.617050
33627220,2024-07-26 12:11:19.617050
62229613,2024-07-26 12:11:19.617050
137349212,2024-07-26 12:11:19.617050
112704619,2024-07-26 12:11:19.617050
77483353,2024-07-26 12:11:19.617050
3667645,2024-07-26 12:11:19.617050
149755747,2024-07-26 12:11:19.617050
62878832,2024-07-26 12:11:19.617050
130625785,2024-07-26 12:11:19.617050
86164757,2024-07-26 12:11:19.617050
77714176,2024-07-26 12:11:19.617050
126461038,2024-07-26 12:11:19.617050
115709671,2024-07-26 12:11:19.617050
17397847,2024-07-26 12:11:19.617050
14453203,2024-07-26 12:11:19.617050
18836021,2024-07-26 12:11:19.617050
124127909,2024-07-26 12:11:19.617050
138584407,2024-07-26 12:11:19.617050
117707605,2024-07-26 12:11:19.617050
90510640,2024-07-26 12:11:19.617050
70666364,2024-07-26 12:11:19.617050
109389913,2024-07-26 12:11:19.617050
149920306,2024-07-26 12:11:19.617050
53390725,2024-07-26 12:11:19.617050
76496506,2024-07-26 12:11:19.617050
43667786,2024-07-26 12:11:19.617050
83201329,2024-07-26 12:11:19.617050
9742438,2024-07-26 12:11:19.617050
121832395,2024-07-26 12:11:19.617050
127353649,2024-07-26 12:11:19.617050
26818337,2024-07-26 12:11:19.617050
12139084,2024-07-26 12:11:19.617050
111998594,2024-07-26 12:11:19.617050
123270166,2024-07-26 12:11:19.617050
8137543,2024-07-26 12:11:19.617050
4766344,2024-07-26 12:11:19.617050
70551988,2024-07-26 12:11:19.617050
65005961,2024-07-26 12:11:19.617050
128704432,2024-07-26 12:11:19.617050
114884858,2024-07-26 12:11:19.617050
124961869,2024-07-26 12:11:19.617050
25115824,2024-07-26 12:11:19.617050
124939165,2024-07-26 12:11:19.617050
93916160,2024-07-26 12:11:19.617050
11043986,2024-07-26 12:11:19.617050
141367106,2024-07-26 12:11:19.617050
123100249,2024-07-26 12:11:19.617050
42380068,2024-07-26 12:11:19.617050
146817544,2024-07-26 12:11:19.617050
41583227,2024-07-26 12:11:19.617050
123972316,2024-07-26 12:11:19.617050
130805929,2024-07-26 12:11:19.617050
109753262,2024-07-26 12:11:19.617050
33298870,2024-07-26 12:11:19.617050
146916829,2024-07-26 12:11:19.617050
135684494,2024-07-26 12:11:19.617050
93351901,2024-07-26 12:11:19.617050
52809616,2024-07-26 12:11:19.617050
135653230,2024-07-26 12:11:19.617050
97253480,2024-07-26 12:11:19.617050
123234713,2024-07-26 12:11:19.617050
59490745,2024-07-26 12:11:19.617050
101619410,2024-07-26 12:11:19.617050
53582671,2024-07-26 12:11:19.617050
63372730,2024-07-26 12:11:19.617050
48315619,2024-07-26 12:11:19.617050
16178147,2024-07-26 12:11:19.617050
74287213,2024-07-26 12:11:19.617050
91816783,2024-07-26 12:11:19.617050
129788222,2024-07-26 12:11:19.617050
68434006,2024-07-26 12:11:19.617050
26315071,2024-07-26 12:11:19.617050
136695217,2024-07-26 12:11:19.617050
57985357,2024-07-26 12:11:19.617050
75069727,2024-07-26 12:11:19.617050
125388151,2024-07-26 12:11:19.617050
72000481,2024-07-26 12:11:19.617050
340279,2024-07-26 12:11:19.617050
95175230,2024-07-26 12:11:19.617050
93861295,2024-07-26 12:11:19.617050
27541030,2024-07-26 12:11:19.617050
123899429,2024-07-26 12:11:19.617050
52855609,2024-07-26 12:11:19.617050
66881545,2024-07-26 12:11:19.617050
15575777,2024-07-26 12:11:19.617050
4941533,2024-07-26 12:11:19.617050
44391559,2024-07-26 12:11:19.617050
60247265,2024-07-26 12:11:19.617050
45998977,2024-07-26 12:11:19.617050
35818180,2024-07-26 12:11:19.617050
98443945,2024-07-26 12:11:19.617050
136006042,2024-07-26 12:11:19.617050
134884636,2024-07-26 12:11:19.617050
6102985,2024-07-26 12:11:19.617050
57321902,2024-07-26 12:11:19.617050
139550984,2024-07-26 12:11:19.617050
119274301,2024-07-26 12:11:19.617050
1315325,2024-07-26 12:11:19.617050
87766139,2024-07-26 12:11:19.617050
148617676,2024-07-26 12:11:19.617050
99691930,2024-07-26 12:11:19.617050
20237350,2024-07-26 12:11:19.617050
31867406,2024-07-26 12:11:19.617050
58198927,2024-07-26 12:11:19.617050
43484896,2024-07-26 12:11:19.617050
106561897,2024-07-26 12:11:19.617050
91529650,2024-07-26 12:11:19.617050
106444684,2024-07-26 12:11:19.617050
110504110,2024-07-26 12:11:19.617050
119841085,2024-07-26 12:11:19.617050
65187500,2024-07-26 12:11:19.617050
14577847,2024-07-26 12:11:19.617050
95251720,2024-07-26 12:11:19.617050
84684506,2024-07-26 12:11:19.617050
103520714,2024-07-26 12:11:19.617050
112652861,2024-07-26 12:11:19.617050
12552211,2024-07-26 12:11:19.617050
144140165,2024-07-26 12:11:19.617050
84044927,2024-07-26 12:11:19.617050
4049599,2024-07-26 12:11:19.617050
15609878,2024-07-26 12:11:19.617050
96879904,2024-07-26 12:11:19.617050
86578786,2024-07-26 12:11:19.617050
51420269,2024-07-26 12:11:19.617050
51366169,2024-07-26 12:11:19.617050
95074189,2024-07-26 12:11:19.617050
22369750,2024-07-26 12:11:19.617050
51682174,2024-07-26 12:11:19.617050
102631798,2024-07-26 12:11:19.617050
13599376,2024-07-26 12:11:19.617050
100974379,2024-07-26 12:11:19.617050
128110846,2024-07-26 12:11:19.617050
68785645,2024-07-26 12:11:19.617050
133301497,2024-07-26 12:11:19.617050
97709179,2024-07-26 12:11:19.617050
69363058,2024-07-26 12:11:19.617050
127629878,2024-07-26 12:11:19.617050
80300245,2024-07-26 12:11:19.617050
134764900,2024-07-26 12:11:19.617050
55822057,2024-07-26 12:11:19.617050
84169076,2024-07-26 12:11:19.617050
29599867,2024-07-26 12:11:19.617050
106095568,2024-07-26 12:11:19.617050
128162380,2024-07-26 12:11:19.617050
49830194,2024-07-26 12:11:19.617050
116693188,2024-07-26 12:11:19.617050
129672271,2024-07-26 12:11:19.617050
32345041,2024-07-26 12:11:19.617050
68275169,2024-07-26 12:11:19.617050
133187393,2024-07-26 12:11:19.617050
16849576,2024-07-26 12:11:19.617050
18209414,2024-07-26 12:11:19.617050
75234103,2024-07-26 12:11:19.617050
121170697,2024-07-26 12:11:19.617050
39357490,2024-07-26 12:11:19.617050
73944718,2024-07-26 12:11:19.617050
8453728,2024-07-26 12:11:19.617050
32839163,2024-07-26 12:11:19.617050
64851134,2024-07-26 12:11:19.617050
86473555,2024-07-26 12:11:19.617050
132631421,2024-07-26 12:11:19.617050
129966025,2024-07-26 12:11:19.617050
38726200,2024-07-26 12:11:19.617050
84847036,2024-07-26 12:11:19.617050
45365929,2024-07-26 12:11:19.617050
14905115,2024-07-26 12:11:19.617050
41744000,2024-07-26 12:11:19.617050
133011709,2024-07-26 12:11:19.617050
82464130,2024-07-26 12:11:19.617050
94261763,2024-07-26 12:11:19.617050
2738771,2024-07-26 12:11:19.617050
94742146,2024-07-26 12:11:19.617050
118764412,2024-07-26 12:11:19.617050
82186820,2024-07-26 12:11:19.617050
63681214,2024-07-26 12:11:19.617050
142897360,2024-07-26 12:11:19.617050
103811945,2024-07-26 12:11:19.617050
20157661,2024-07-26 12:11:19.617050
10731808,2024-07-26 12:11:19.617050
6896896,2024-07-26 12:11:19.617050
30006281,2024-07-26 12:11:19.617050
145120663,2024-07-26 12:11:19.617050
89689834,2024-07-26 12:11:19.617050
30235933,2024-07-26 12:11:19.617050
12655009,2024-07-26 12:11:19.617050
94004725,2024-07-26 12:11:19.617050
145866058,2024-07-26 12:11:19.617050
52146161,2024-07-26 12:11:19.617050
116555522,2024-07-26 12:11:19.617050
144437071,2024-07-26 12:11:19.617050
26515214,2024-07-26 12:11:19.617050
142903801,2024-07-26 12:11:19.617050
101998841,2024-07-26 12:11:19.617050
109996834,2024-07-26 12:11:19.617050
530560,2024-07-26 12:11:19.617050
57630790,2024-07-26 12:11:19.617050
24938969,2024-07-26 12:11:19.617050
70141969,2024-07-26 12:11:19.617050
126435901,2024-07-26 12:11:19.617050
22071805,2024-07-26 12:11:19.617050
95056261,2024-07-26 12:11:19.617050
132308027,2024-07-26 12:11:19.617050
37353298,2024-07-26 12:11:19.617050
147439285,2024-07-26 12:11:19.617050
111947332,2024-07-26 12:11:19.617050
117504937,2024-07-26 12:11:19.617050
83934740,2024-07-26 12:11:19.617050
130358701,2024-07-26 12:11:19.617050
24561022,2024-07-26 12:11:19.617050
116789857,2024-07-26 12:11:19.617050
114728860,2024-07-26 12:11:19.617050
127663121,2024-07-26 12:11:19.617050
16807277,2024-07-26 12:11:19.617050
115770262,2024-07-26 12:11:19.617050
84788971,2024-07-26 12:11:19.617050
86345216,2024-07-26 12:11:19.617050
18053689,2024-07-26 12:11:19.617050
139958570,2024-07-26 12:11:19.617050
21397135,2024-07-26 12:11:19.617050
121585987,2024-07-26 12:11:19.617050
90672493,2024-07-26 12:11:19.617050
58173700,2024-07-26 12:11:19.617050
72901874,2024-07-26 12:11:19.617050
39965584,2024-07-26 12:11:19.617050
62537419,2024-07-26 12:11:19.617050
22179964,2024-07-26 12:11:19.617050
39993647,2024-07-26 12:11:19.617050
49818797,2024-07-26 12:11:19.617050
79111315,2024-07-26 12:11:19.617050
86813120,2024-07-26 12:11:19.617050
98463629,2024-07-26 12:11:19.617050
71989265,2024-07-26 12:11:19.617050
72786781,2024-07-26 12:11:19.617050
64184570,2024-07-26 12:11:19.617050
136768870,2024-07-26 12:11:19.617050
1932967,2024-07-26 12:11:19.617050
94634572,2024-07-26 12:11:19.617050
106164940,2024-07-26 12:11:19.617050
1035583,2024-07-26 12:11:19.617050
130790747,2024-07-26 12:11:19.617050
147735787,2024-07-26 12:11:19.617050
64336874,2024-07-26 12:11:19.617050
121676216,2024-07-26 12:11:19.617050
25319662,2024-07-26 12:11:19.617050
56465644,2024-07-26 12:11:19.617050
78090275,2024-07-26 12:11:19.617050
73565015,2024-07-26 12:11:19.617050
84884741,2024-07-26 12:11:19.617050
144604153,2024-07-26 12:11:19.617050
115493266,2024-07-26 12:11:19.617050
4854322,2024-07-26 12:11:19.617050
61558949,2024-07-26 12:11:19.617050
60269383,2024-07-26 12:11:19.617050
82680628,2024-07-26 12:11:19.617050
46321291,2024-07-26 12:11:19.617050
133268164,2024-07-26 12:11:19.617050
117803375,2024-07-26 12:11:19.617050
136453765,2024-07-26 12:11:19.617050
1211266,2024-07-26 12:11:19.617050
143901145,2024-07-26 12:11:19.617050
109042150,2024-07-26 12:11:19.617050
139492918,2024-07-26 12:11:19.617050
42908965,2024-07-26 12:11:19.617050
44241415,2024-07-26 12:11:19.617050
53898181,2024-07-26 12:11:19.617050
125401033,2024-07-26 12:11:19.617050
147966022,2024-07-26 12:11:19.617050
35710607,2024-07-26 12:11:19.617050
21844183,2024-07-26 12:11:19.617050
11480989,2024-07-26 12:11:19.617050
125160437,2024-07-26 12:11:19.617050
125556535,2024-07-26 12:11:19.617050
16402438,2024-07-26 12:11:19.617050
25308175,2024-07-26 12:11:19.617050
91391581,2024-07-26 12:11:19.617050
6598549,2024-07-26 12:11:19.617050
76212482,2024-07-26 12:11:19.617050
61452640,2024-07-26 12:11:19.617050
133200547,2024-07-26 12:11:19.617050
41807923,2024-07-26 12:11:19.617050
19445285,2024-07-26 12:11:19.617050
114939725,2024-07-26 12:11:19.617050
101838563,2024-07-26 12:11:19.617050
28463,2024-07-26 12:11:19.617050
83302369,2024-07-26 12:11:19.617050
25033388,2024-07-26 12:11:19.617050
9455083,2024-07-26 12:11:19.617050
122542609,2024-07-26 12:11:19.617050
92056882,2024-07-26 12:11:19.617050
10861004,2024-07-26 12:11:19.617050
131585335,2024-07-26 12:11:19.617050
2994730,2024-07-26 12:11:19.617050
147002869,2024-07-26 12:11:19.617050
9238675,2024-07-26 12:11:19.617050
115843147,2024-07-26 12:11:19.617050
46857397,2024-07-26 12:11:19.617050
22031849,2024-07-26 12:11:19.617050
136179877,2024-07-26 12:11:19.617050
109981066,2024-07-26 12:11:19.617050
137016178,2024-07-26 12:11:19.617050
80389303,2024-07-26 12:11:19.617050
12363688,2024-07-26 12:11:19.617050
114084505,2024-07-26 12:11:19.617050
107804522,2024-07-26 12:11:19.617050
56439922,2024-07-26 12:11:19.617050
70103680,2024-07-26 12:11:19.617050
91981159,2024-07-26 12:11:19.617050
25311961,2024-07-26 12:11:19.617050
32802811,2024-07-26 12:11:19.617050
19375327,2024-07-26 12:11:19.617050
81185557,2024-07-26 12:11:19.617050
4730488,2024-07-26 12:11:19.617050
135300602,2024-07-26 12:11:19.617050
133827559,2024-07-26 12:11:19.617050
251806,2024-07-26 12:11:19.617050
119129608,2024-07-26 12:11:19.617050
30583786,2024-07-26 12:11:19.617050
23569399,2024-07-26 12:11:19.617050
30427879,2024-07-26 12:11:19.617050
59901754,2024-07-26 12:11:19.617050
128435591,2024-07-26 12:11:19.617050
53433790,2024-07-26 12:11:19.617050
67631219,2024-07-26 12:11:19.617050
119699501,2024-07-26 12:11:19.617050
40087571,2024-07-26 12:11:19.617050
21596603,2024-07-26 12:11:19.617050
116124152,2024-07-26 12:11:19.617050
71820022,2024-07-26 12:11:19.617050
145713484,2024-07-26 12:11:19.617050
73386313,2024-07-26 12:11:19.617050
24285964,2024-07-26 12:11:19.617050
31285036,2024-07-26 12:11:19.617050
145659112,2024-07-26 12:11:19.617050
35053594,2024-07-26 12:11:19.617050
28510805,2024-07-26 12:11:19.617050
3007885,2024-07-26 12:11:19.617050
28911860,2024-07-26 12:11:19.617050
46083442,2024-07-26 12:11:19.617050
120564452,2024-07-26 12:11:19.617050
37103779,2024-07-26 12:11:19.617050
125987006,2024-07-26 12:11:19.617050
9388637,2024-07-26 12:11:19.617050
105829564,2024-07-26 12:11:19.617050
105093133,2024-07-26 12:11:19.617050
55433884,2024-07-26 12:11:19.617050
45929605,2024-07-26 12:11:19.617050
50342698,2024-07-26 12:11:19.617050
113056753,2024-07-26 12:11:19.617050
83854646,2024-07-26 12:11:19.617050
69848983,2024-07-26 12:11:19.617050
47040287,2024-07-26 12:11:19.617050
37660429,2024-07-26 12:11:19.617050
132756247,2024-07-26 12:11:19.617050
105921731,2024-07-26 12:11:19.617050
651961,2024-07-26 12:11:19.617050
10505266,2024-07-26 12:11:19.617050
37714214,2024-07-26 12:11:19.617050
109177786,2024-07-26 12:11:19.617050
32539825,2024-07-26 12:11:19.617050
67414318,2024-07-26 12:11:19.617050
87104936,2024-07-26 12:11:19.617050
93731332,2024-07-26 12:11:19.617050
43908745,2024-07-26 12:11:19.617050
36469832,2024-07-26 12:11:19.617050
99776798,2024-07-26 12:11:19.617050
110458117,2024-07-26 12:11:19.617050
116739181,2024-07-26 12:11:19.617050
121794601,2024-07-26 12:11:19.617050
117747157,2024-07-26 12:11:19.617050
135190687,2024-07-26 12:11:19.617050
120080780,2024-07-26 12:11:19.617050
52336936,2024-07-26 12:11:19.617050
53016653,2024-07-26 12:11:19.617050
114741428,2024-07-26 12:11:19.617050
63679456,2024-07-26 12:11:19.617050
65668739,2024-07-26 12:11:19.617050
38602546,2024-07-26 12:11:19.617050
21818279,2024-07-26 12:11:19.617050
4754947,2024-07-26 12:11:19.617050
